distributor_id,industry,sku,category,sales,avg_quarterly_sales,movement_category,quarter,year,total_quarter_sales,prev_quarter_sales,is_diwali,is_ganesh_chaturthi,is_gudi_padwa,is_eid,is_akshay_tritiya,is_dussehra_navratri,is_onam,is_christmas,time_idx,date
DIST037,Education,Cosco Volleyball,Sports,458.73,838.75,Fast Moving,1,2024,458.73,1046.3,0,0,1,1,0,0,0,0,27615,2024-04-09
DIST022,E-commerce,Parker Vector Fountain Pen,Office Supplies,7832.79,13816.22,Fast Moving,3,2024,7832.79,7605.38,0,1,0,0,0,1,1,0,16027,2024-09-06
DIST010,E-commerce,3M Car Care Kit,Automotive,33385.08,33045.78,Slow Moving,2,2021,33385.08,23929.93,0,0,1,1,1,0,0,0,7733,2021-04-13
DIST013,Manufacturing,Camlin Permanent Marker Set,Office Supplies,16184.51,17387.3,Fast Moving,3,2020,16184.51,12050.93,0,1,0,0,0,1,1,0,9147,2020-08-21
DIST029,Manufacturing,Nike Football,Sports,2205.93,1785.87,Slow Moving,3,2025,2205.93,1961.24,0,1,0,0,0,1,1,0,20848,2025-09-13
DIST029,Manufacturing,Kong Classic Dog Toy,Pet Supplies,7494.14,7035.35,Medium,4,2022,7494.14,6559.37,1,0,0,0,0,1,0,1,20907,2022-10-26
DIST041,E-commerce,Farmina N&D Dog Food 12kg,Pet Supplies,1898.25,2546.34,Medium,1,2022,1898.25,2842.68,0,0,1,1,0,0,0,0,30594,2022-03-31
DIST024,Hospitality,L'Oreal Paris Shampoo,Beauty,537.4,680.41,Slow Moving,1,2025,537.4,829.01,0,0,1,1,0,0,0,0,17711,2025-01-27
DIST050,Wholesale,MTR Breakfast Mix,Food,786.07,640.46,Medium,2,2024,786.07,601.36,0,0,1,1,1,0,0,0,37114,2024-04-07
DIST012,Retail,Voltas 2 Ton Window AC,Electronics,2978.7,4366.23,Fast Moving,3,2021,2978.7,2597.35,0,1,0,1,0,1,1,0,8807,2021-09-10
DIST007,E-commerce,Canon EOS R6 Camera,Electronics,3999.6,4083.36,Fast Moving,4,2025,3999.6,3704.7,1,0,0,0,0,1,0,1,4865,2025-12-09
DIST039,Financial Services,Nike Football,Sports,2167.61,1785.87,Fast Moving,4,2025,2167.61,1712.98,1,0,0,0,0,1,0,1,28850,2025-12-20
DIST015,Retail,Fossil Chronograph Watch,Apparel,2586.19,1148.1,Medium,4,2025,2586.19,1348.89,1,0,0,0,0,1,0,1,10964,2025-11-13
DIST018,Manufacturing,Berger Easy Clean,Paint and ancillaries,8428.66,8913.79,Medium,3,2022,8428.66,11552.25,0,1,0,1,0,1,1,0,12957,2022-08-29
DIST021,Healthcare,Shell Helix Ultra 4L,Automotive,3460.28,4141.9,Fast Moving,2,2021,3460.28,2524.67,0,0,1,1,1,0,0,0,15298,2021-04-15
DIST030,Financial Services,North Face Puffer Jacket,Apparel,11872.83,8039.47,Slow Moving,4,2021,11872.83,8772.76,1,0,0,0,0,1,0,1,21813,2021-11-04
DIST017,Retail,Haldiram's Bhujia,Food,19921.73,22105.21,Medium,2,2025,19921.73,19419.16,0,0,1,1,1,0,0,0,12465,2025-04-08
DIST041,E-commerce,Spaces Cotton Towel Set,Home Goods,1305.46,2129.66,Slow Moving,3,2023,1305.46,1293.59,0,1,0,1,0,1,1,0,31125,2023-09-19
DIST046,Manufacturing,Nerolac Excel Anti-Peel Exterior,Paint and ancillaries,4693.94,3593.19,Fast Moving,3,2022,4693.94,5470.82,0,1,0,1,0,1,1,0,34800,2022-08-29
DIST016,E-commerce,Whiskas Cat Food Tuna 7kg,Pet Supplies,854.85,1685.14,Slow Moving,1,2023,854.85,1399.05,0,0,1,1,0,0,0,0,11206,2023-03-22
DIST009,Manufacturing,PetSafe Drinkwell Water Fountain,Pet Supplies,2100.67,2523.22,Medium,4,2024,2100.67,1895.05,1,0,0,0,0,1,0,1,6280,2024-11-01
DIST033,E-commerce,Cosco Volleyball,Sports,467.19,838.75,Slow Moving,1,2024,467.19,750.77,0,0,1,1,0,0,0,0,24258,2024-04-09
DIST037,Education,Mattel Barbie Dreamhouse,Toys,21696.17,12981.66,Medium,4,2020,21696.17,11348.31,1,0,0,1,0,1,0,1,27509,2020-11-15
DIST035,Education,Hasbro Gaming Jenga,Toys,481.67,845.34,Medium,1,2022,481.67,864.96,0,0,1,1,0,0,0,0,25370,2022-04-03
DIST028,Financial Services,Reebok Dumbbells Set,Sports,1415.53,1200.72,Slow Moving,3,2020,1415.53,1209.97,0,1,0,0,0,1,1,0,19957,2020-08-21
DIST014,Manufacturing,Fortune Sunflower Oil 5L,Food,6604.96,3981.79,Fast Moving,4,2023,6604.96,7027.43,1,0,0,0,0,1,0,1,10274,2023-11-14
DIST042,Retail,Funskool Monopoly,Toys,1845.56,3982.36,Medium,1,2024,1845.56,3263.42,0,0,1,1,0,0,0,0,31608,2024-04-11
DIST049,Financial Services,Faber-Castell Highlighters,Office Supplies,10135.61,6957.07,Fast Moving,2,2025,10135.61,7220.82,0,0,1,1,1,0,0,0,36958,2025-04-23
DIST038,Education,Farmina N&D Dog Food 12kg,Pet Supplies,2069.32,2546.34,Medium,4,2022,2069.32,2058.05,1,0,0,0,0,1,0,1,28202,2022-10-24
DIST035,Education,Funskool Monopoly,Toys,6160.91,3982.36,Slow Moving,4,2024,6160.91,3348.74,1,0,0,0,0,1,0,1,25451,2024-11-01
DIST050,Wholesale,Lenovo ThinkPad X1,Electronics,12109.3,16091.06,Slow Moving,1,2020,12109.3,10898.37,0,0,1,0,0,0,0,0,37954,2020-03-23
DIST027,Wholesale,Coca-Cola 2L Bottle,Beverages,27699.58,22796.18,Medium,3,2024,27699.58,22787.76,0,1,0,0,0,1,1,0,19718,2024-09-05
DIST043,Education,Faber Chimney Hood,Home Goods,763.73,1179.46,Fast Moving,1,2021,763.73,1646.8,0,0,1,0,0,0,0,0,32394,2021-04-14
DIST009,Manufacturing,Fossil Chronograph Watch,Apparel,1645.62,1148.1,Medium,3,2025,1645.62,1363.19,0,1,0,0,0,1,1,0,6583,2025-07-15
DIST024,Hospitality,H&M Basic T-Shirt Pack,Apparel,2767.66,2242.81,Medium,3,2023,2767.66,1664.09,0,1,0,1,0,1,1,0,17473,2023-09-17
DIST029,Manufacturing,Honda Engine Oil 10W-30,Automotive,4242.7,4770.42,Medium,3,2023,4242.7,3570.11,0,1,0,1,0,1,1,0,20769,2023-09-20
DIST007,E-commerce,Revlon ColorStay Eyeliner,Beauty,3183.7,3873.66,Slow Moving,2,2023,3183.7,2032.47,0,0,1,0,1,0,0,0,5609,2023-03-22
DIST041,E-commerce,Exide Battery 65Ah,Automotive,21665.27,36472.36,Medium,2,2022,21665.27,16866.92,0,0,1,0,1,0,0,0,30690,2022-03-31
DIST001,Manufacturing,Spaces Cotton Towel Set,Home Goods,2114.17,2129.66,Fast Moving,1,2023,2114.17,4064.9,0,0,1,1,0,0,0,0,699,2023-03-20
DIST005,Financial Services,Ajanta Wall Clock,Home Goods,586.23,538.67,Fast Moving,3,2024,586.23,653.04,0,1,0,0,0,1,1,0,3018,2024-09-06
DIST050,Wholesale,Solo Document Bag,Office Supplies,1059.48,1429.9,Fast Moving,4,2020,1059.48,903.18,1,0,0,1,0,1,0,1,37771,2020-11-12
DIST022,E-commerce,AccuCheck Sugar Test Strips,Health,6397.62,6422.28,Medium,1,2025,6397.62,11323.95,0,0,1,1,0,0,0,0,15761,2025-01-27
DIST013,Manufacturing,Hasbro Gaming Jenga,Toys,490.2,845.34,Fast Moving,2,2022,490.2,406.79,0,0,1,0,1,0,0,0,9539,2022-04-02
DIST015,Retail,Speedo Swimming Goggles,Sports,1845.11,2407.12,Slow Moving,1,2021,1845.11,2924.06,0,0,1,0,0,0,0,0,10558,2021-04-14
DIST003,Education,Havells Table Fan,Home Goods,1201.26,956.25,Fast Moving,2,2021,1201.26,727.98,0,0,1,1,1,0,0,0,1769,2021-04-13
DIST025,Financial Services,Milton Thermosteel Flask,Home Goods,28199.53,21658.67,Medium,3,2025,28199.53,26840.75,0,1,0,0,0,1,1,0,18189,2025-07-24
DIST045,E-commerce,Classmate Notebook Set,Office Supplies,5929.26,5049.67,Fast Moving,3,2021,5929.26,4996.84,0,1,0,1,0,1,1,0,33879,2021-09-11
DIST043,Education,Exide Battery 65Ah,Automotive,33423.12,36472.36,Fast Moving,4,2023,33423.12,35284.23,1,0,0,0,0,1,0,1,32381,2023-11-12
DIST005,Financial Services,Savic Dog Carrier,Pet Supplies,3629.67,3801.62,Fast Moving,3,2023,3629.67,2667.78,0,1,0,1,0,1,1,0,3628,2023-09-17
DIST010,E-commerce,Pawzone Cat Scratch Post,Pet Supplies,2066.82,2378.99,Slow Moving,3,2021,2066.82,1272.29,0,1,0,1,0,1,1,0,6935,2021-09-11
DIST028,Financial Services,iPhone 15 Pro 256GB,Electronics,9725.14,10013.21,Fast Moving,2,2025,9725.14,8473.37,0,0,1,1,1,0,0,0,19952,2025-05-28
DIST048,Manufacturing,Everest Chicken Masala,Food,780.67,1251.2,Slow Moving,3,2021,780.67,623.84,0,1,0,1,0,1,1,0,36209,2021-09-11
DIST046,Manufacturing,Philips Dry Iron,Home Goods,894.82,1900.07,Slow Moving,1,2023,894.82,1958.51,0,0,1,1,0,0,0,0,34184,2023-03-21
DIST048,Manufacturing,Asian Paints Ultra Adhesive,Paint and ancillaries,1698.62,3065.84,Medium,1,2022,1698.62,2486.52,0,0,1,1,0,0,0,0,35640,2022-04-01
DIST016,E-commerce,MTR Breakfast Mix,Food,538.03,640.46,Slow Moving,3,2022,538.03,257.01,0,1,0,1,0,1,1,0,11114,2022-08-29
DIST031,Education,Fevicol Marine Waterproof,Paint and ancillaries,2275.07,3298.47,Medium,1,2024,2275.07,3149.46,0,0,1,1,0,0,0,0,22390,2024-04-11
DIST020,Retail,Calvin Klein Boxer Brief Set,Apparel,2210.34,1485.3,Fast Moving,3,2022,2210.34,1592.7,0,1,0,1,0,1,1,0,14233,2022-09-02
DIST005,Financial Services,Patanjali Ashwagandha,Health,1743.11,3786.83,Fast Moving,1,2023,1743.11,3435.03,0,0,1,1,0,0,0,0,3827,2023-03-23
DIST028,Financial Services,iPhone 15 Pro 256GB,Electronics,6958.26,10013.21,Medium,1,2021,6958.26,11292.09,0,0,1,0,0,0,0,0,19935,2021-04-15
DIST024,Hospitality,Adidas Running Shoes,Sports,1706.54,1700.72,Medium,2,2025,1706.54,1825.89,0,0,1,1,1,0,0,0,17301,2025-05-14
DIST014,Manufacturing,Cosco Volleyball,Sports,889.02,838.75,Fast Moving,1,2024,889.02,1724.31,0,0,1,1,0,0,0,0,10021,2024-04-09
DIST011,Healthcare,Bajaj Mixer Grinder,Home Goods,6110.96,7816.7,Slow Moving,1,2025,6110.96,13956.28,0,0,1,1,0,0,0,0,7931,2025-01-15
DIST018,Manufacturing,Nerolac Impressions HD Paint,Paint and ancillaries,1122.01,930.34,Medium,2,2024,1122.01,481.47,0,0,1,1,1,0,0,0,13145,2024-04-10
DIST043,Education,Strauss Yoga Mat,Sports,27473.69,18825.74,Fast Moving,4,2024,27473.69,23425.76,1,0,0,0,0,1,0,1,32634,2024-10-30
DIST040,Retail,Fossil Chronograph Watch,Apparel,1162.96,1148.1,Medium,2,2023,1162.96,1249.2,0,0,1,0,1,0,0,0,29477,2023-03-23
DIST050,Wholesale,Faber-Castell Highlighters,Office Supplies,10776.06,6957.07,Fast Moving,4,2023,10776.06,7882.31,1,0,0,0,0,1,0,1,37690,2023-11-11
DIST028,Financial Services,7UP 600ml Bottle,Beverages,859.44,1285.49,Slow Moving,2,2020,859.44,514.52,0,0,1,1,1,0,0,0,19843,2020-03-26
DIST002,Hospitality,Parker Vector Fountain Pen,Office Supplies,15497.7,13816.22,Slow Moving,2,2023,15497.7,12632.31,0,0,1,0,1,0,0,0,1324,2023-03-22
DIST013,Manufacturing,Nivia Basketball,Sports,5377.73,5532.88,Fast Moving,3,2024,5377.73,3981.5,0,1,0,0,0,1,1,0,9366,2024-09-08
DIST005,Financial Services,Ajanta Wall Clock,Home Goods,529.2,538.67,Slow Moving,2,2023,529.2,517.93,0,0,1,0,1,0,0,0,3014,2023-03-24
DIST036,Healthcare,Hasbro Gaming Jenga,Toys,701.55,845.34,Medium,3,2022,701.55,582.67,0,1,0,1,0,1,1,0,26603,2022-08-30
DIST033,E-commerce,VLCC Sunscreen Gel,Beauty,5820.88,9014.05,Fast Moving,1,2023,5820.88,10965.25,0,0,1,1,0,0,0,0,24502,2023-03-21
DIST017,Retail,"Samsung 43"" Crystal 4K TV",Electronics,1215.75,2013.53,Medium,1,2025,1215.75,2961.7,0,0,1,1,0,0,0,0,12715,2025-01-24
DIST046,Manufacturing,Kinley Water 1L Pack,Beverages,6885.93,8863.91,Medium,4,2025,6885.93,5655.43,1,0,0,0,0,1,0,1,34373,2025-11-14
DIST049,Financial Services,Neelgagan Stamp Pad,Office Supplies,378.62,365.18,Slow Moving,1,2023,378.62,545.34,0,0,1,1,0,0,0,0,36972,2023-03-20
DIST025,Financial Services,Bose QuietComfort Earbuds,Electronics,4084.61,3486.49,Fast Moving,3,2022,4084.61,3657.95,0,1,0,1,0,1,1,0,17950,2022-09-02
DIST005,Financial Services,Lenovo ThinkPad X1,Electronics,32333.69,16091.06,Slow Moving,4,2024,32333.69,19376.21,1,0,0,0,0,1,0,1,2952,2024-10-30
DIST046,Manufacturing,"Sony Bravia 55"" OLED TV",Electronics,2619.89,1982.55,Fast Moving,4,2021,2619.89,1579.51,1,0,0,0,0,1,0,1,34658,2021-11-03
DIST018,Manufacturing,Puma Running Shorts,Apparel,14141.78,9210.96,Fast Moving,4,2021,14141.78,8624.68,1,0,0,0,0,1,0,1,12932,2021-11-03
DIST046,Manufacturing,Thums Up 1.25L,Beverages,11909.49,17644.64,Medium,4,2025,11909.49,12558.27,1,0,0,0,0,1,0,1,34906,2025-10-09
DIST047,Manufacturing,Dr. Morepen Glucometer,Health,13040.99,14827.33,Slow Moving,3,2020,13040.99,9845.08,0,1,0,0,0,1,1,0,35254,2020-08-22
DIST007,E-commerce,Olay Total Effects Day Cream,Beauty,2792.3,2151.41,Fast Moving,4,2022,2792.3,2196.78,1,0,0,0,0,1,0,1,5242,2022-10-26
DIST029,Manufacturing,Bajaj Mixer Grinder,Home Goods,5426.56,7816.7,Fast Moving,2,2020,5426.56,3482.91,0,0,1,1,1,0,0,0,21259,2020-03-24
DIST012,Retail,Camlin Permanent Marker Set,Office Supplies,12636.63,17387.3,Slow Moving,2,2020,12636.63,10918.48,0,0,1,1,1,0,0,0,8690,2020-03-25
DIST043,Education,Baidyanath Chyawanprash,Health,11080.58,6209.52,Slow Moving,4,2020,11080.58,7068.39,1,0,0,1,0,1,0,1,32525,2020-11-14
DIST047,Manufacturing,Philips Air Purifier 3000i,Electronics,3577.97,2898.74,Slow Moving,3,2020,3577.97,2877.56,0,1,0,0,0,1,1,0,35346,2020-08-21
DIST046,Manufacturing,Nerolac Excel Anti-Peel Exterior,Paint and ancillaries,3212.69,3593.19,Slow Moving,1,2025,3212.69,3811.63,0,0,1,1,0,0,0,0,34810,2025-03-13
DIST002,Hospitality,PetSafe Gentle Leader Collar,Pet Supplies,1192.02,1265.77,Slow Moving,1,2024,1192.02,1717.72,0,0,1,1,0,0,0,0,932,2024-04-10
DIST023,Manufacturing,Fossil Chronograph Watch,Apparel,490.54,1148.1,Fast Moving,1,2021,490.54,1436.7,0,0,1,0,0,0,0,0,16540,2021-04-13
DIST024,Hospitality,AutoStark Car Cover,Automotive,3934.06,2929.06,Medium,3,2021,3934.06,2724.89,0,1,0,1,0,1,1,0,17627,2021-09-08
DIST012,Retail,Zara Slim Fit Blazer,Apparel,11960.97,8387.38,Slow Moving,4,2024,11960.97,7502.96,1,0,0,0,0,1,0,1,8890,2024-11-02
DIST035,Education,Rubik's Cube Original,Toys,3325.23,2167.18,Medium,3,2025,3325.23,3141.98,0,1,0,0,0,1,1,0,26205,2025-08-24
DIST036,Healthcare,Omron Blood Pressure Monitor,Health,1433.14,1819.22,Fast Moving,3,2025,1433.14,1022.72,0,1,0,0,0,1,1,0,26571,2025-08-06
DIST018,Manufacturing,Vans Old Skool Sneakers,Apparel,22336.16,13401.03,Fast Moving,4,2025,22336.16,14559.6,1,0,0,0,0,1,0,1,13309,2025-10-07
DIST046,Manufacturing,Supreme Plastic Chair Set,Home Goods,2318.61,2453.24,Fast Moving,2,2024,2318.61,1796.42,0,0,1,1,1,0,0,0,34646,2024-04-11
DIST004,Healthcare,Faber-Castell Highlighters,Office Supplies,4100.42,6957.07,Medium,3,2023,4100.42,3011.35,0,1,0,1,0,1,1,0,2853,2023-09-21
DIST044,Healthcare,Bosch Wiper Blades,Automotive,3178.69,6474.21,Slow Moving,1,2022,3178.69,4855.18,0,0,1,1,0,0,0,0,33009,2022-04-01
DIST035,Education,Mattel Barbie Dreamhouse,Toys,6637.94,12981.66,Fast Moving,2,2023,6637.94,5425.26,0,0,1,0,1,0,0,0,26128,2023-03-21
DIST024,Hospitality,Michelin P215/65R16 Tires,Automotive,3357.13,2763.1,Medium,4,2020,3357.13,2104.69,1,0,0,1,0,1,0,1,17442,2020-11-12
DIST048,Manufacturing,Pawzone Cat Scratch Post,Pet Supplies,2198.01,2378.99,Fast Moving,4,2022,2198.01,1823.81,1,0,0,0,0,1,0,1,35621,2022-10-25
DIST035,Education,Disney Princess Doll,Toys,3719.7,3623.32,Medium,3,2020,3719.7,3044.66,0,1,0,0,0,1,1,0,25869,2020-08-22
DIST004,Healthcare,JK Easy Copier Paper,Office Supplies,1406.41,846.22,Slow Moving,3,2023,1406.41,1803.43,0,1,0,1,0,1,1,0,2423,2023-09-19
DIST009,Manufacturing,Dr. Morepen Glucometer,Health,17520.18,14827.33,Slow Moving,2,2021,17520.18,13370.27,0,0,1,1,1,0,0,0,6867,2021-04-13
DIST029,Manufacturing,Lenovo ThinkPad X1,Electronics,11731.11,16091.06,Slow Moving,3,2021,11731.11,6828.59,0,1,0,1,0,1,1,0,21331,2021-09-11
DIST044,Healthcare,Garmin Forerunner Watch,Sports,2218.93,4715.79,Fast Moving,3,2023,2218.93,1845.5,0,1,0,1,0,1,1,0,32992,2023-09-21
DIST016,E-commerce,Asian Paints Tractor Emulsion,Paint and ancillaries,13292.16,22882.43,Slow Moving,4,2022,13292.16,16558.75,1,0,0,0,0,1,0,1,11386,2022-10-25
DIST043,Education,Baidyanath Chyawanprash,Health,7068.39,6209.52,Fast Moving,3,2020,7068.39,5766.6,0,1,0,0,0,1,1,0,32524,2020-08-22
DIST001,Manufacturing,Camlin Permanent Marker Set,Office Supplies,13692.74,17387.3,Medium,3,2025,13692.74,12236.22,0,1,0,0,0,1,1,0,274,2025-09-16
DIST049,Financial Services,Uniqlo AIRism Undershirt,Apparel,5777.3,4630.7,Fast Moving,1,2023,5777.3,11060.38,0,0,1,1,0,0,0,0,36680,2023-03-21
DIST050,Wholesale,MTR Breakfast Mix,Food,864.04,640.46,Medium,4,2022,864.04,1082.96,1,0,0,0,0,1,0,1,37108,2022-10-26
DIST036,Healthcare,Bosch Wiper Blades,Automotive,7124.14,6474.21,Medium,3,2020,7124.14,7263.98,0,1,0,0,0,1,1,0,27120,2020-08-21
DIST044,Healthcare,Shell Helix Ultra 4L,Automotive,2876.93,4141.9,Slow Moving,1,2022,2876.93,5466.46,0,0,1,1,0,0,0,0,32896,2022-04-02
DIST007,E-commerce,Adidas Ultraboost Sneakers,Apparel,1574.0,842.34,Fast Moving,4,2025,1574.0,898.01,1,0,0,0,0,1,0,1,5142,2025-12-11
DIST007,E-commerce,Berger Silk Luxury Emulsion,Paint and ancillaries,2896.11,6173.7,Slow Moving,1,2022,2896.11,3839.92,0,0,1,1,0,0,0,0,4968,2022-04-01
DIST015,Retail,Remote Control Car,Toys,2424.88,2551.44,Fast Moving,3,2024,2424.88,2824.91,0,1,0,0,0,1,1,0,10939,2024-09-08
DIST004,Healthcare,Nike Football,Sports,909.78,1785.87,Medium,3,2020,909.78,688.34,0,1,0,0,0,1,1,0,2889,2020-08-23
DIST011,Healthcare,Nintendo Switch Console,Toys,2047.46,1603.13,Fast Moving,3,2023,2047.46,1410.82,0,1,0,1,0,1,1,0,8172,2023-09-21
DIST024,Hospitality,Kangaro Stapler HS-10D,Office Supplies,2296.71,2122.68,Medium,2,2025,2296.71,1697.53,0,0,1,1,1,0,0,0,17324,2025-04-14
DIST002,Hospitality,Himalaya Purifying Neem Face Wash,Beauty,6229.36,9807.82,Medium,4,2020,6229.36,4461.94,1,0,0,1,0,1,0,1,1060,2020-11-14
DIST024,Hospitality,Tommy Hilfiger Classic Shirt,Apparel,7811.22,4766.13,Fast Moving,3,2023,7811.22,5337.79,0,1,0,1,0,1,1,0,17115,2023-09-18
DIST041,E-commerce,North Face Puffer Jacket,Apparel,5981.07,8039.47,Slow Moving,2,2021,5981.07,4005.17,0,0,1,1,1,0,0,0,30568,2021-04-14
DIST017,Retail,Garmin Forerunner Watch,Sports,2272.05,4715.79,Slow Moving,2,2023,2272.05,3186.0,0,0,1,0,1,0,0,0,12140,2023-03-20
DIST028,Financial Services,IFB Microwave Oven,Home Goods,13667.72,11621.95,Medium,3,2023,13667.72,13931.04,0,1,0,1,0,1,1,0,19921,2023-09-18
DIST041,E-commerce,Neutrogena Sunscreen SPF 50,Beauty,12767.21,9695.03,Medium,4,2023,12767.21,14445.66,1,0,0,0,0,1,0,1,31148,2023-11-10
DIST035,Education,Kinley Water 1L Pack,Beverages,5514.58,8863.91,Medium,1,2023,5514.58,9421.23,0,0,1,1,0,0,0,0,25715,2023-03-23
DIST042,Retail,Chess Set Wooden,Toys,7048.88,12565.45,Fast Moving,3,2023,7048.88,5624.04,0,1,0,1,0,1,1,0,31536,2023-09-19
DIST030,Financial Services,Under Armour Performance Polo,Apparel,8647.87,7390.86,Slow Moving,2,2025,8647.87,6686.83,0,0,1,1,1,0,0,0,21598,2025-04-01
DIST049,Financial Services,Remote Control Car,Toys,2257.17,2551.44,Fast Moving,1,2025,2257.17,4084.82,0,0,1,1,0,0,0,0,36433,2025-02-05
DIST002,Hospitality,Neutrogena Sunscreen SPF 50,Beauty,7566.35,9695.03,Fast Moving,3,2023,7566.35,6008.47,0,1,0,1,0,1,1,0,1184,2023-09-17
DIST023,Manufacturing,Asian Paints Royale Luxury Emulsion,Paint and ancillaries,8243.55,7547.97,Medium,4,2025,8243.55,11309.51,1,0,0,0,0,1,0,1,16942,2025-11-28
DIST006,Financial Services,Vans Old Skool Sneakers,Apparel,6430.59,13401.03,Medium,3,2020,6430.59,6708.15,0,1,0,0,0,1,1,0,4050,2020-08-21
DIST013,Manufacturing,Nivia Basketball,Sports,5569.62,5532.88,Fast Moving,4,2021,5569.62,4506.47,1,0,0,0,0,1,0,1,9355,2021-11-02
DIST040,Retail,Britannia Good Day Cookies,Food,6422.48,4600.58,Medium,4,2021,6422.48,8189.9,1,0,0,0,0,1,0,1,30202,2021-11-03
DIST033,E-commerce,Ray-Ban Wayfarer Sunglasses,Apparel,1686.43,2462.16,Slow Moving,2,2025,1686.43,1311.14,0,0,1,1,1,0,0,0,24839,2025-06-23
DIST002,Hospitality,PetSafe Gentle Leader Collar,Pet Supplies,1327.14,1265.77,Fast Moving,2,2020,1327.14,1157.72,0,0,1,1,1,0,0,0,917,2020-03-27
DIST015,Retail,"LG 32"" HD Ready LED TV",Electronics,2625.2,3616.62,Slow Moving,3,2022,2625.2,2479.52,0,1,0,1,0,1,1,0,10587,2022-08-31
DIST017,Retail,Maybelline Fit Me Foundation,Beauty,803.41,1223.47,Slow Moving,1,2020,803.41,723.07,0,0,1,0,0,0,0,0,12903,2020-03-26
DIST010,E-commerce,Pawzone Cat Scratch Post,Pet Supplies,1632.01,2378.99,Medium,3,2020,1632.01,1361.96,0,1,0,0,0,1,1,0,6931,2020-08-24
DIST005,Financial Services,Pidilite M-Seal,Paint and ancillaries,1000.15,1812.46,Medium,3,2020,1000.15,1475.17,0,1,0,0,0,1,1,0,3569,2020-08-22
DIST037,Education,Zara Slim Fit Blazer,Apparel,7030.18,8387.38,Fast Moving,2,2025,7030.18,5983.34,0,0,1,1,1,0,0,0,27869,2025-04-10
DIST012,Retail,Zara Slim Fit Blazer,Apparel,5291.46,8387.38,Fast Moving,1,2022,5291.46,9143.96,0,0,1,1,0,0,0,0,8880,2022-04-01
DIST031,Education,Michelin P215/65R16 Tires,Automotive,1078.76,2763.1,Slow Moving,1,2022,1078.76,1832.73,0,0,1,1,0,0,0,0,22177,2022-04-01
DIST041,E-commerce,Amul Butter 500g,Food,1962.53,1674.57,Fast Moving,4,2021,1962.53,2068.66,1,0,0,0,0,1,0,1,30759,2021-11-02
DIST021,Healthcare,Zara Slim Fit Blazer,Apparel,7979.06,8387.38,Medium,1,2022,7979.06,14705.43,0,0,1,1,0,0,0,0,15192,2022-04-01
DIST031,Education,Thums Up 1.25L,Beverages,12335.82,17644.64,Medium,2,2025,12335.82,13257.57,0,0,1,1,1,0,0,0,22032,2025-05-21
DIST013,Manufacturing,UNO Card Game,Toys,2946.75,6096.26,Fast Moving,1,2021,2946.75,7934.03,0,0,1,0,0,0,0,0,9781,2021-04-14
DIST014,Manufacturing,Coca-Cola 2L Bottle,Beverages,27023.82,22796.18,Medium,2,2022,27023.82,20940.76,0,0,1,0,1,0,0,0,10358,2022-04-02
DIST028,Financial Services,Reebok Dumbbells Set,Sports,1532.08,1200.72,Medium,2,2022,1532.08,1399.97,0,0,1,0,1,0,0,0,19964,2022-04-02
DIST026,Manufacturing,Rubik's Cube Original,Toys,2747.41,2167.18,Medium,4,2023,2747.41,2416.29,1,0,0,0,0,1,0,1,18946,2023-11-14
DIST006,Financial Services,Carrom Board Full Size,Toys,11625.45,5188.35,Slow Moving,4,2024,11625.45,6730.96,1,0,0,0,0,1,0,1,4404,2024-11-02
DIST049,Financial Services,Everest Chicken Masala,Food,1751.49,1251.2,Medium,2,2021,1751.49,1000.35,0,0,1,1,1,0,0,0,36853,2021-04-15
DIST031,Education,Zara Slim Fit Blazer,Apparel,13688.8,8387.38,Slow Moving,4,2021,13688.8,9220.7,1,0,0,0,0,1,0,1,22565,2021-11-03
DIST016,E-commerce,Vicks VapoRub,Health,3359.07,2366.74,Medium,4,2024,3359.07,2389.63,1,0,0,0,0,1,0,1,11668,2024-10-31
DIST050,Wholesale,Ray-Ban Wayfarer Sunglasses,Apparel,926.86,2462.16,Slow Moving,1,2021,926.86,2431.26,0,0,1,0,0,0,0,0,37378,2021-04-13
DIST005,Financial Services,Revital H Capsules,Health,9467.58,9972.53,Fast Moving,2,2022,9467.58,8285.46,0,0,1,0,1,0,0,0,3323,2022-04-03
DIST021,Healthcare,Garmin Forerunner Watch,Sports,4979.95,4715.79,Medium,3,2025,4979.95,5195.8,0,1,0,0,0,1,1,0,15113,2025-09-09
DIST030,Financial Services,"LG 32"" HD Ready LED TV",Electronics,2562.63,3616.62,Slow Moving,2,2024,2562.63,2527.67,0,0,1,1,1,0,0,0,22004,2024-04-07
DIST040,Retail,"Samsung 43"" Crystal 4K TV",Electronics,1018.42,2013.53,Medium,1,2023,1018.42,2239.13,0,0,1,1,0,0,0,0,29842,2023-03-21
DIST045,E-commerce,Saffola Active Oil 5L,Food,1336.8,1329.98,Medium,3,2020,1336.8,1078.51,0,1,0,0,0,1,1,0,33715,2020-08-22
DIST040,Retail,Kinley Water 1L Pack,Beverages,5393.42,8863.91,Slow Moving,1,2023,5393.42,7751.23,0,0,1,1,0,0,0,0,30162,2023-03-22
DIST002,Hospitality,Nerolac Impressions HD Paint,Paint and ancillaries,651.62,930.34,Medium,3,2021,651.62,979.88,0,1,0,1,0,1,1,0,852,2021-09-12
